Unnamed: 0,collectionsURL,unitCode,EDANurl,title,creditLine,date,identifier,name,notes,objectType,physicalDescription,materials,main_material,place,publisher,topic,indexed_dates,indexed_names,indexed_object_types,indexed_places,indexed_topics,mediaCount,mediaURLs,thumbnail,object_types_list,object_types_norm,object_types_str,canonical_type,action_family,multi_action
3288,https://collections.si.edu/search/detail/edanmdm:npg_NPG.80.184.1,NPG,edanmdm:npg_NPG.80.184.1,"New Universal Biographical Dictionary and American Remembrancer, Vol. 1","{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""c. 1801""}","{""Object number"": ""NPG.80.184.1""}","{""Author"": ""James Hardie""}",,"{""Type"": ""Book""}","{""Medium"": ""Book of engravings on paper"", ""Dimensions"": ""Book: 21.6 \u00d7 13.8 \u00d7 4.5 cm (8 1/2 \u00d7 5 7/16 \u00d7 1 3/4\"")""}",paper,paper,,,"{""Topic"": ""Portrait""}","[""1800s"", ""1790s""]","[""Hardie, James""]","[""Books""]",,"[""Portraits""]",2,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_80_184_1_front"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_80_184_1_back""]","https://ids.si.edu/ids/iiif/NPG-NPG_80_184_1_front/full/250,/0/default.jpg",['Books'],['books'],['books'],books,"Read, write & record",False
3296,https://collections.si.edu/search/detail/edanmdm:npg_NPG.80.120,NPG,edanmdm:npg_NPG.80.120,The Vision of Columbus,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1793""}","{""Object number"": ""NPG.80.120""}","{""Author"": ""Joel Barlow, 24 Mar 1754 - 26 Dec 1812""}",,"{""Type"": ""Book""}","{""Medium"": ""Leather bound book"", ""Dimensions"": ""Book closed: 21 \u00d7 14 cm (8 1/4 \u00d7 5 1/2\"")\nBook open: 21 \u00d7 25.5 cm (8 1/4 \u00d7 10 1/16\"")""}",leather,leather,,,"{""Topic"": ""Portrait""}","[""1790s""]","[""Barlow, Joel""]","[""Books""]",,"[""Portraits""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_80_120""]","https://ids.si.edu/ids/iiif/NPG-NPG_80_120/full/250,/0/default.jpg",['Books'],['books'],['books'],books,"Read, write & record",False
3378,https://collections.si.edu/search/detail/edanmdm:npg_NPG.77.2,NPG,edanmdm:npg_NPG.77.2,"Phillis Wheatley (frontispiece to ""Poems on Various Subjects, Religious and Moral"")","{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1773""}","{""Object number"": ""NPG.77.2""}","{""Artist"": ""Unidentified Artist"", ""Sitter"": ""Phillis Wheatley, c. 1753 - 5 Dec 1784""}",,"{""Type"": ""Book""}","{""Medium"": ""Engraving on paper"", ""Dimensions"": ""Image: 12.8 x 10.1 cm (5 1/16 x 4\"")\nSheet: 17.6 x 12.8 cm (6 15/16 x 5 1/16\"")\nBook (open to 90%): 18.4 \u00d7 19.7 cm (7 1/4 \u00d7 7 3/4\"")""}",paper,paper,,,"{""Topic"": ""Printed Material\\Book\nCostume\\Headgear\\Hat\\Cap\nHome Furnishings\\Furniture\\Table\\Writing table\nEquipment\\Drafting & Writing Implements\\Writing implement\\Pen\\Quill\nEquipment\\Drafting & Writing Implements\\Inkstand\nPrinted Material\\Papers\\Letter\nIllustration\nBook\\Frontispiece\nPhillis Wheatley: Female\nPhillis Wheatley: Arts and Culture\\Literature\\Writer\\Poet\nPhillis Wheatley: Law and Crime\\Enslaved person\nPortrait""}","[""1770s""]","[""Wheatley, Phillis""]","[""Books""]",,"[""Books and reading"", ""Arts and Culture"", ""Writers"", ""Illustration"", ""Papers"", ""Quill"", ""Home Furnishings"", ""Printed Material"", ""Inkstand"", ""Tables"", ""Enslaved person"", ""Women"", ""Frontispiece"", ""Literature"", ""Letters"", ""Portraits"", ""Drafting & Writing Implements"", ""Headgear"", ""Furnishings"", ""Costume"", ""Hats"", ""Law and Crime"", ""Writing table"", ""Poets"", ""Pens""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_77_2Wheatley-000001""]","https://ids.si.edu/ids/iiif/NPG-NPG_77_2Wheatley-000001/full/250,/0/default.jpg",['Books'],['books'],['books'],books,"Read, write & record",False
3546,https://collections.si.edu/search/detail/edanmdm:npg_NPG.2020.115.1,NPG,edanmdm:npg_NPG.2020.115.1,"Késkètomah, Ancien Sachem de la Nation Onondaga","{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""1801""}","{""Object number"": ""NPG.2020.115.1""}","{""Artist"": ""Barth\u00e9lemy-Joseph-Fuleran Roger, 1770 - 1840"", ""Copy after"": ""Bonfils"", ""Sitter"": ""Kesketomah"", ""Author"": ""Michel Guillaume Jean de Cr\u00e8vecoeur""}",,"{""Type"": ""Book""}","{""Medium"": ""Aquatint on paper"", ""Dimensions"": ""Sheet: 20.6 \u00d7 14 cm (8 1/8 \u00d7 5 1/2\"")""}",paper,paper,,,"{""Topic"": ""Costume\\Jewelry\\Earring\nPrint\nCostume\\Dress Accessory\\Feather\nHome Furnishings\\Blanket\nKesketomah: Male\nKesketomah: Politics and Government\\Native American leader\\Chief\nPortrait""}","[""1800s""]","[""Kesketomah"", ""de Cr\u00e8vecoeur, Michel Guillaume Jean"", ""Bonfils"", ""Roger, Barthelemy-Joseph-Fuleran""]","[""Books""]",,"[""Printing"", ""Chief"", ""Government"", ""Jewelry"", ""Dress accessories"", ""Portraits"", ""Home Furnishings"", ""Native American leader"", ""Textiles"", ""Costume"", ""Men"", ""Feather"", ""Politics""]",4,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2020_115_1"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2020_115_1_v1_int-000001"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2020_115_1_v2_int"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2020_115_1_v3_int""]","https://ids.si.edu/ids/iiif/NPG-NPG_2020_115_1/full/250,/0/default.jpg",['Books'],['books'],['books'],books,"Read, write & record",False
3616,https://collections.si.edu/search/detail/edanmdm:npg_NPG.2002.184,NPG,edanmdm:npg_NPG.2002.184,"Ledger book of William Bache, with associated pieces","{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; partial gift of Sarah Bache Bloise""}","{""Date"": ""c. 1803-12""}","{""Object number"": ""NPG.2002.184""}","{""Artist"": ""William Bache, 22 Dec 1771 - 9 Jul 1845""}",,"{""Type"": ""Book""}","{""Medium"": ""Cut coated paper silhouettes mounted on paper"", ""Dimensions"": ""Book (closed): 47.3 x 34.9 x 4.8cm (18 5/8 x 13 3/4 x 1 7/8\"")\nBook (open): 47.3 x 66.7 x 4.8cm (18 5/8 x 26 1/4 x 1 7/8\"")""}",paper,paper,,,"{""Topic"": ""Book\\Album\nPortrait""}","[""1800s"", ""1810s""]","[""Bache, William""]","[""Books""]",,"[""Books and reading"", ""Portraits"", ""Albums""]",83,"[""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_FrontCover-000001"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_BackCover-000001"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184p24-reshoot_1"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184p30-reshoot"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184p36-reshoot_3"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184p4-reshoot"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184p96-reshoot"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184p98-reshoot"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_Inside_Front_Cover-000001"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p1"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p2"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p3"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p4"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p5"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p6"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p7"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p8"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p9"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p10"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p11"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p12"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p13"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p14"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p15"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p16"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p17"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p18"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p19"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p20"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p21"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p22"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p23"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p24"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p25"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p26"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p27"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p28"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p29"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p30"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p31"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p32"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p33"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p34"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p35"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p37"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p38"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p39"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p40"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p41"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p42"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p43"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p44"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p45"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p46"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p47"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p48"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p49"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p50"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p51"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p52"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p53"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p54"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p55"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p56"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p57"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p58"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p59"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p60"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p61"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p62"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p63"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p64"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p65"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p91"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p92"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p94"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p95"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p96"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p97"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p98"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p99"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p102"", ""https://ids.si.edu/ids/deliveryService?id=NPG-NPG_2002_184_p103""]","https://ids.si.edu/ids/iiif/NPG-NPG_2002_184_FrontCover-000001/full/250,/0/default.jpg",['Books'],['books'],['books'],books,"Read, write & record",False
3636,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.79.16,NPG,edanmdm:npg_AD_NPG.79.16,Letter from Joseph Delaplaine to Jacob and Paul Rapelye,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""September 17, 1813""}","{""Object number"": ""AD/NPG.79.16""}","{""Author"": ""Joseph Delaplaine, 20 Dec 1777 - 31 May 1824"", ""Addressee"": ""Jacob Rapelye, 19th - 20th century\nPaul Rapelye, 19th - 20th century"", ""Associated Person"": ""DeWitt Clinton, 2 Mar 1769 - 11 Feb 1828""}",,"{""Type"": ""Document""}","{""Medium"": ""Ink on paper"", ""Dimensions"": ""34.5 x 20.7 cm. (13 9/16 x 8 1/8\"")""}",paper,paper,"{""Place"": ""United States\\Pennsylvania\\Philadelphia\\Philadelphia""}",,"{""Topic"": ""Autograph\nDocument\\Letter""}","[""1810s""]","[""Rapelye, Paul"", ""Clinton, DeWitt"", ""Delaplaine, Joseph"", ""Rapelye, Jacob""]","[""Documents""]","[""United States"", ""North America"", ""Philadelphia"", ""Pennsylvania""]","[""Letters"", ""Autograph""]",2,"[""https://ids.si.edu/ids/deliveryService?id=NPG-AD-NPG_79_16_a"", ""https://ids.si.edu/ids/deliveryService?id=NPG-AD-NPG_79_16_b""]","https://ids.si.edu/ids/iiif/NPG-AD-NPG_79_16_a/full/250,/0/default.jpg",['Documents'],['documents'],['documents'],correspondences,"Read, write & record",False
3637,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.79.15,NPG,edanmdm:npg_AD_NPG.79.15,Letter from Joseph Delaplaine to Jacob Rapelye,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""November 4, 1813""}","{""Object number"": ""AD/NPG.79.15""}","{""Author"": ""Joseph Delaplaine, 20 Dec 1777 - 31 May 1824"", ""Addressee"": ""Jacob Rapelye, 19th - 20th century"", ""Associated Person"": ""DeWitt Clinton, 2 Mar 1769 - 11 Feb 1828""}",,"{""Type"": ""Document""}","{""Medium"": ""Ink on paper"", ""Dimensions"": ""25.4 x 20 cm. (10 x 7 7/8\"")""}",paper,paper,"{""Place"": ""United States\\Pennsylvania\\Philadelphia\\Philadelphia""}",,"{""Topic"": ""Autograph\nDocument\\Letter""}","[""1810s""]","[""Clinton, DeWitt"", ""Delaplaine, Joseph"", ""Rapelye, Jacob""]","[""Documents""]","[""United States"", ""North America"", ""Philadelphia"", ""Pennsylvania""]","[""Letters"", ""Autograph""]",2,"[""https://ids.si.edu/ids/deliveryService?id=NPG-AD-NPG_79_15_a"", ""https://ids.si.edu/ids/deliveryService?id=NPG-AD-NPG_79_15_b""]","https://ids.si.edu/ids/iiif/NPG-AD-NPG_79_15_a/full/250,/0/default.jpg",['Documents'],['documents'],['documents'],correspondences,"Read, write & record",False
3638,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.79.14,NPG,edanmdm:npg_AD_NPG.79.14,Letter from Joseph Delaplaine to Jacob Rapelye,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""December 26, 1811""}","{""Object number"": ""AD/NPG.79.14""}","{""Author"": ""Joseph Delaplaine, 20 Dec 1777 - 31 May 1824"", ""Addressee"": ""Jacob Rapelye, 19th - 20th century""}",,"{""Type"": ""Document""}","{""Medium"": ""Ink on paper"", ""Dimensions"": ""23.9 x 19.8 cm. (9 7/16 x 7 13/16\"")""}",paper,paper,"{""Place"": ""United States\\Pennsylvania\\Philadelphia\\Philadelphia""}",,"{""Topic"": ""Autograph\nDocument\\Letter""}","[""1810s""]","[""Delaplaine, Joseph"", ""Rapelye, Jacob""]","[""Documents""]","[""United States"", ""North America"", ""Philadelphia"", ""Pennsylvania""]","[""Letters"", ""Autograph""]",2,"[""https://ids.si.edu/ids/deliveryService?id=NPG-AD-NPG_79_14_a"", ""https://ids.si.edu/ids/deliveryService?id=NPG-AD-NPG_79_14_b""]","https://ids.si.edu/ids/iiif/NPG-AD-NPG_79_14_a/full/250,/0/default.jpg",['Documents'],['documents'],['documents'],correspondences,"Read, write & record",False
3639,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.79.13,NPG,edanmdm:npg_AD_NPG.79.13,"Letter from Joseph Delaplaine to Messr. Rapelye, Clarke & Co.","{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""October 11, 1811""}","{""Object number"": ""AD/NPG.79.13""}","{""Author"": ""Joseph Delaplaine, 20 Dec 1777 - 31 May 1824""}",,"{""Type"": ""Document""}","{""Medium"": ""Ink on paper"", ""Dimensions"": ""25 x 20 cm. (9 13/16 x 7 7/8\"")""}",paper,paper,"{""Place"": ""United States\\Pennsylvania\\Philadelphia\\Philadelphia""}",,"{""Topic"": ""Autograph\nDocument\\Letter""}","[""1810s""]","[""Delaplaine, Joseph""]","[""Documents""]","[""United States"", ""North America"", ""Philadelphia"", ""Pennsylvania""]","[""Letters"", ""Autograph""]",3,"[""https://ids.si.edu/ids/deliveryService?id=NPG-AD-NPG_79_13_a"", ""https://ids.si.edu/ids/deliveryService?id=NPG-AD-NPG_79_13_b"", ""https://ids.si.edu/ids/deliveryService?id=NPG-AD-NPG_79_13_c""]","https://ids.si.edu/ids/iiif/NPG-AD-NPG_79_13_a/full/250,/0/default.jpg",['Documents'],['documents'],['documents'],correspondences,"Read, write & record",False
3640,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.78.9,NPG,edanmdm:npg_AD_NPG.78.9,"Manuscript for Book VI of Joel Barlow's ""The Columbiad""","{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Joel Barlow""}","{""Date"": ""c. 1787?""}","{""Object number"": ""AD/NPG.78.9""}","{""Author"": ""Joel Barlow, 24 Mar 1754 - 26 Dec 1812""}",,"{""Type"": ""Document""}","{""Medium"": ""Ink on paper""}",paper,paper,,,,"[""1780s""]","[""Barlow, Joel""]","[""Documents""]",,,0,,,['Documents'],['documents'],['documents'],documents and certificates,"Read, write & record",False
3641,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.78.8,NPG,edanmdm:npg_AD_NPG.78.8,"Letter from George Washington to Mrs. Penn regarding ""The Vision of Columbus""","{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Joel Barlow""}","{""Date"": ""September 18, 1787""}","{""Object number"": ""AD/NPG.78.8""}","{""Author"": ""George Washington, 22 Feb 1732 - 14 Dec 1799"", ""Associated Person"": ""Joel Barlow, 24 Mar 1754 - 26 Dec 1812""}",,"{""Type"": ""Document""}","{""Medium"": ""Ink on paper"", ""Dimensions"": ""21.6 x 12.2 cm. (8 1/2 x 4 13/16\"")""}",paper,paper,,,"{""Topic"": ""Autograph\nDocument\\Letter""}","[""1780s""]","[""Washington, George"", ""Barlow, Joel""]","[""Documents""]",,"[""Letters"", ""Autograph""]",0,,,['Documents'],['documents'],['documents'],correspondences,"Read, write & record",False
3642,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.78.7,NPG,edanmdm:npg_AD_NPG.78.7,"""The Vision of Columbus"" by Joel Barlow","{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Joel Barlow""}","{""Date"": ""1787""}","{""Object number"": ""AD/NPG.78.7""}","{""Author"": ""Joel Barlow, 24 Mar 1754 - 26 Dec 1812""}",,"{""Type"": ""Book""}","{""Medium"": ""Leather books"", ""Dimensions"": ""20.2 x 12.7 cm. (7 15/16 x 5\"")""}",leather,leather,,,,"[""1780s""]","[""Barlow, Joel""]","[""Books""]",,,0,,,['Books'],['books'],['books'],books,"Read, write & record",False
3643,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.78.11,NPG,edanmdm:npg_AD_NPG.78.11,"""The Columbiad"" by Joel Barlow","{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Joel Barlow""}","{""Date"": ""1807""}","{""Object number"": ""AD/NPG.78.11""}","{""Author"": ""Joel Barlow, 24 Mar 1754 - 26 Dec 1812""}",,"{""Type"": ""Book""}","{""Medium"": ""Leather bound book""}",leather,leather,,,"{""Topic"": ""Autograph""}","[""1800s""]","[""Barlow, Joel""]","[""Books""]",,"[""Autograph""]",0,,,['Books'],['books'],['books'],books,"Read, write & record",False
3644,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.78.10,NPG,edanmdm:npg_AD_NPG.78.10,Document bestowing French citizenship on Joel Barlow,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mr. and Mrs. Joel Barlow""}","{""Date"": ""1793""}","{""Object number"": ""AD/NPG.78.10""}","{""Associated Person"": ""Joel Barlow, 24 Mar 1754 - 26 Dec 1812""}",,"{""Type"": ""Document""}","{""Medium"": ""Ink on paper""}",paper,paper,,,,"[""1790s""]","[""Barlow, Joel""]","[""Documents""]",,,0,,,['Documents'],['documents'],['documents'],documents and certificates,"Read, write & record",False
3645,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.77.5,NPG,edanmdm:npg_AD_NPG.77.5,"""Shays Rebellion"" in the Massachusetts Gazette","{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution""}","{""Date"": ""September 8, 1786""}","{""Object number"": ""AD/NPG.77.5""}","{""Publication"": ""Massachusetts Gazette"", ""Associated Person"": ""Daniel Shays, 1747? - 29 Sep 1825""}",,"{""Type"": ""Periodical""}","{""Medium"": ""Ink on paper"", ""Dimensions"": ""Image/Sheet: 35 \u00d7 25.2 cm (13 3/4 \u00d7 9 15/16\"")""}",paper,paper,"{""Place"": ""United States\\Massachusetts\\Suffolk\\Boston""}",,"{""Topic"": ""Newspaper""}","[""1780s""]","[""Shays, Daniel"", ""Massachusetts Gazette""]","[""Periodicals""]","[""United States"", ""Suffolk"", ""Massachusetts"", ""North America"", ""Boston""]","[""Newspapers""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NPG-AD_NPG_77_5ShaysRebellion-000002""]","https://ids.si.edu/ids/iiif/NPG-AD_NPG_77_5ShaysRebellion-000002/full/250,/0/default.jpg",['Periodicals'],['periodicals'],['periodicals'],periodicals,"Read, write & record",False
3646,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.77.33,NPG,edanmdm:npg_AD_NPG.77.33,James Madison's autograph,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mrs. Robert M. Grace in memory of her father, John E. Rovensky""}","{""Date"": ""November 12, 1811""}","{""Object number"": ""AD/NPG.77.33""}","{""Signer"": ""James Madison, 16 Mar 1751 - 28 Jun 1836\nRobert Smith, 1757 - 1842""}",,"{""Type"": ""Document""}","{""Medium"": ""Ink and engraving on parchment with wax seal"", ""Dimensions"": ""40.6 x 26.6 cm (16 x 10 1/2\"")""}",paper,paper,"{""Place"": ""United States\\District of Columbia\\Washington""}",,"{""Topic"": ""Autograph""}","[""1810s""]","[""Madison, James"", ""Smith, Robert""]","[""Documents""]","[""District of Columbia"", ""United States"", ""North America"", ""Washington""]","[""Autograph""]",0,,,['Documents'],['documents'],['documents'],documents and certificates,"Read, write & record",False
3647,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.77.31,NPG,edanmdm:npg_AD_NPG.77.31,Thomas Jefferson's and James Madison's autographs,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mrs. Robert M. Grace in memory of her father, John E. Rovensky""}","{""Date"": ""December 23, 1806""}","{""Object number"": ""AD/NPG.77.31""}","{""Signer"": ""Thomas Jefferson, 13 Apr 1743 - 4 Jul 1826\nJames Madison, 16 Mar 1751 - 28 Jun 1836""}",,"{""Type"": ""Document""}","{""Medium"": ""Letterpress and ink on paper with two wax seals"", ""Dimensions"": ""53.3 x 41.9 cm (21 x 16 1/2\"")""}",paper,paper,"{""Place"": ""United States\\New Jersey\\Middlesex\\Perth Amboy""}",,"{""Topic"": ""Autograph""}","[""1800s""]","[""Madison, James"", ""Jefferson, Thomas""]","[""Documents""]","[""United States"", ""Middlesex"", ""Perth Amboy"", ""North America"", ""New Jersey""]","[""Autograph""]",0,,,['Documents'],['documents'],['documents'],documents and certificates,"Read, write & record",False
3648,https://collections.si.edu/search/detail/edanmdm:npg_AD_NPG.77.29,NPG,edanmdm:npg_AD_NPG.77.29,William Henry Harrison's autograph,"{""Credit Line"": ""National Portrait Gallery, Smithsonian Institution; gift of Mrs. Robert M. Grace in memory of her father, John E. Rovensky""}","{""Date"": ""March 28, 1795""}","{""Object number"": ""AD/NPG.77.29""}","{""Signer"": ""William Henry Harrison, 9 Feb 1773 - 4 Apr 1841""}",,"{""Type"": ""Document""}","{""Medium"": ""Ink on paper"", ""Dimensions"": ""7.6 x 21.5 cm (3 x 8 7/16\"")""}",paper,paper,,,"{""Topic"": ""Autograph""}","[""1790s""]","[""Harrison, William Henry""]","[""Documents""]",,"[""Autograph""]",0,,,['Documents'],['documents'],['documents'],documents and certificates,"Read, write & record",False
