Unnamed: 0,collectionsURL,unitCode,EDANurl,title,creditLine,date,identifier,name,notes,objectType,physicalDescription,materials,main_material,place,publisher,topic,indexed_dates,indexed_names,indexed_object_types,indexed_places,indexed_topics,mediaCount,mediaURLs,thumbnail,object_types_list,object_types_norm,object_types_str,canonical_type,action_family,multi_action
7485,https://collections.si.edu/search/detail/edanmdm:nmah_300623,NMAH,edanmdm:nmah_300623,Close Stool Pan (Commode Pot),"{""Credit Line"": ""Gift of Dr. and Mrs. Arthur M. Greenwood""}","{""date made"": ""1770 - 1800""}","{""ID Number"": ""DL.388641"", ""catalog number"": ""388641"", ""accession number"": ""182022""}",,"{""Description"": ""Tapered cylindrical, handleless pot with wide, everted, single-reeded rim on an applied, molded foot ring; made to be placed in a commode chair or stool. Sets of three and two incised lines around exterior. Bottom underside is engraved with a wrigglework semicircle containing \""Abram Tuckerman\"" in script above \""BOSTON\"" in shaded Roman letters and a shaded \""I\"" or the Roman numeral \""II\"" beneath the semicircle. No marks apparent."", ""Location"": ""Currently not on view""}","{""Object Name"": ""pan, close stool\npot, commode""}",pewter (overall material),pewter,pewter,"{""place made"": ""United Kingdom: England"", ""place used"": ""United States: Massachusetts, Boston""}",,"{""Subject"": ""Household Tools and Equipment\nPersonal Accessories\nPersonal Hygiene""}","[""1800s""]",,"[""pan, close stool"", ""pot, commode""]","[""United States"", ""Massachusetts"", ""England"", ""United Kingdom"", ""Boston""]","[""Household Tools and Equipment"", ""Clothing and dress"", ""Personal Hygiene"", ""Dress accessories"", ""Furnishings""]",2,"[""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q056720-000003"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q056719-000003""]","https://ids.si.edu/ids/iiif/NMAH-AHB2014q056720-000003/full/250,/0/default.jpg","['pan, close stool', 'pot, commode']","['pan, close stool', 'pot, commode']","['pan, close stool', 'pot, commode']",pans,Decorate & furnish,False
7486,https://collections.si.edu/search/detail/edanmdm:nmah_300622,NMAH,edanmdm:nmah_300622,Close Stool Pan (Commode Pot),"{""Credit Line"": ""Gift of Dr. and Mrs. Arthur M. Greenwood""}","{""date made"": ""1770 - 1800""}","{""ID Number"": ""DL.388643"", ""catalog number"": ""388643"", ""accession number"": ""182022""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""pan, close stool""}",pewter (overall material),pewter,pewter,"{""place made"": ""United Kingdom: England"", ""place used"": ""United States: New England""}",,"{""Subject"": ""Household Tools and Equipment\nPersonal Accessories\nPersonal Hygiene""}","[""1800s""]",,"[""pan, close stool""]","[""United States"", ""New England"", ""England"", ""United Kingdom""]","[""Household Tools and Equipment"", ""Clothing and dress"", ""Personal Hygiene"", ""Dress accessories"", ""Furnishings""]",1,"[""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q070143""]","https://ids.si.edu/ids/iiif/NMAH-AHB2014q070143/full/250,/0/default.jpg","['pan, close stool']","['pan, close stool']","['pan, close stool']",pans,Decorate & furnish,False
7487,https://collections.si.edu/search/detail/edanmdm:nmah_300617,NMAH,edanmdm:nmah_300617,Caster,"{""Credit Line"": ""Bequest of Dr. Joseph H. Kler""}","{""date made"": ""ca 1800""}","{""ID Number"": ""1986.0027.85"", ""catalog number"": ""1986.0027.85"", ""accession number"": ""1986.0027""}",,"{""Description"": ""Handleless, cylindrical caster on cove-molded base with screwed-on, low-domed, perforated cover having twelve alternating lines of three and five pierced holes radiating from center; no finial. Small crescents or other shapes stamped in two rows around upper half of body and one around base. Three incised concentric circles on underside of inset flat bottom. No marks."", ""Location"": ""Currently not on view""}","{""Object Name"": ""caster"", ""Object Type"": ""Shaker""}",pewter (overall material),pewter,pewter,"{""place made"": ""United Kingdom: England""}",,,"[""1800s""]",,"[""Shaker"", ""Casters (vessels)""]","[""England"", ""United Kingdom""]","[""Furnishings"", ""Food""]",0,,,"['Shaker', 'Casters (vessels)']","['shaker', 'casters (vessels)']","['shaker', 'casters (vessels)']",casters,"Eat, cook & drink",False
7488,https://collections.si.edu/search/detail/edanmdm:nmah_300608,NMAH,edanmdm:nmah_300608,Spoon Mold and Spoon,"{""Credit Line"": ""Gift of F. D. Shoemaker""}","{""date spoons DL*350026A-C cast"": ""ca 1931"", ""date mold made"": ""ca 1720""}","{""ID Number"": ""DL.350026A"", ""catalog number"": ""350026A"", ""accession number"": ""114833""}","{""maker"": ""Shoemaker, F. D.""}","{""Description"": ""Two-part mold for a wavy end or dog nose type rattail spoon; registration rabbets on both sides of handle. Finished pewter spoon is glued into the female half or reverse side of the mold; it is of three spoons cast from this mold, DL*350026A-C. No marks."", ""Location"": ""Currently not on view""}","{""Object Name"": ""mold, spoon\nspoon""}","bronze (mold material)
lead (spoon material)",bronze,bronze,"{""place mold made"": ""United Kingdom: England"", ""place spoon made"": ""United States: District of Columbia, Washington""}",,"{""related event"": ""American Revolution""}","[""1720s"", ""1930s""]","[""Shoemaker, F. D.""]","[""mold, spoon"", ""Spoons""]","[""District of Columbia"", ""United States"", ""England"", ""United Kingdom"", ""Washington""]","[""American Revolution (1775-1783)"", ""Furnishings""]",0,,,"['mold, spoon', 'Spoons']","['mold, spoon', 'spoons']","['mold, spoon', 'spoons']",flatware,"Eat, cook & drink",False
7489,https://collections.si.edu/search/detail/edanmdm:nmah_300582,NMAH,edanmdm:nmah_300582,Tobacco Pipe,"{""Credit Line"": ""Gift of Dr. and Mrs. Arthur M. Greenwood""}","{""date made"": ""1770 - 1820""}","{""ID Number"": ""DL.388616"", ""catalog number"": ""388616"", ""accession number"": ""182022""}",,"{""Description"": ""Plain, socket-shank pipe having a slanted, conical bowl with slightly angled rim and slender socket for reed or wood stem that tapers towards juncture with bowl; no spur. No marks. No stem. Bowl burnt; has been smoked."", ""Location"": ""Currently not on view""}","{""Object Name"": ""pipe, tobacco"", ""Other Terms"": ""Pipe; Smoking Equipment""}",pewter (overall material),pewter,pewter,"{""place made"": ""United Kingdom: England""}",,"{""Subject"": ""Personal Accessories\nSmoking\nTobacco Use\nmetalworking""}","[""1820s""]",,"[""Pipe; Smoking Equipment"", ""pipe, tobacco""]","[""England"", ""United Kingdom""]","[""metalworking"", ""Clothing and dress"", ""Tobacco Use"", ""Dress accessories"", ""Smoking""]",2,"[""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q056703-000003"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q056702-000003""]","https://ids.si.edu/ids/iiif/NMAH-AHB2014q056703-000003/full/250,/0/default.jpg","['Pipe; Smoking Equipment', 'pipe, tobacco']","['pipe; smoking equipment', 'pipe, tobacco']","['pipe; smoking equipment', 'pipe, tobacco']",pipes,Smoke,False
7490,https://collections.si.edu/search/detail/edanmdm:nmah_300578,NMAH,edanmdm:nmah_300578,Porringer,"{""Credit Line"": ""Gift of Mrs. H. B. (Clara Babcock) Blackmar""}","{""date made"": ""1800 - 1825""}","{""ID Number"": ""DL.59.2231"", ""catalog number"": ""59.2231"", ""accession number"": ""220211""}",,"{""Description"": ""Bellied-bowl porringer with angled rim and slightly domed bottom having a small circle stamped at center inside; cast four-hearts-and-crescent handle with triangular bracket. No touchmarks. Small sections of linen mark faintly visible. Gutter and boss are well defined with crisp turning marks on bottom underside."", ""Location"": ""Currently not on view""}","{""Object Name"": ""porringer""}",pewter (overall material),pewter,pewter,"{""place made"": ""United States: New England"", ""place used"": ""United States: Rhode Island, Ashaway\nUnited States: Massachusetts, Norwood""}",,,"[""1820s""]",,"[""porringer""]","[""Norwood"", ""Rhode Island"", ""United States"", ""Massachusetts"", ""New England"", ""Ashaway""]","[""Furnishings"", ""Food""]",0,,,['porringer'],['porringer'],['porringer'],porringers,"Eat, cook & drink",False
7491,https://collections.si.edu/search/detail/edanmdm:nmah_300576,NMAH,edanmdm:nmah_300576,Porringer,"{""Credit Line"": ""Gift of Dr. and Mrs. Arthur M. Greenwood""}","{""date made"": ""late 18th or early 19th century\n1770 - 1780""}","{""ID Number"": ""DL.388320"", ""catalog number"": ""388320"", ""accession number"": ""182022""}",,"{""Description"": ""Bellied-bowl porringer with angled rim and bossed bottom; cast crown handle with triangular bracket is pierced with 11 voids and struck on top with the incuse serif letters \""LB\"" at center of a circular shield on indistinct support flanked by bossed foliate volutes below a five-pearl (ducal) coronet with textured ground. \""Mason\"" and \""10\"" scratched on underside of boss. No touchmarks. Diamond or lozenge linen mark with sink hole from tinker's dam used to burn handle on to bowl. Turning marks across entire bottom underside."", ""Location"": ""Currently not on view""}","{""Object Name"": ""porringer""}",pewter (overall material),pewter,pewter,"{""place made"": ""United States: New England\nUnited States: Massachusetts, Boston""}",,,"[""1900s"", ""1780s""]",,"[""porringer""]","[""United States"", ""Massachusetts"", ""New England"", ""Boston""]","[""Furnishings"", ""Food""]",2,"[""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q056653-000002"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q056654-000003""]","https://ids.si.edu/ids/iiif/NMAH-AHB2014q056653-000002/full/250,/0/default.jpg",['porringer'],['porringer'],['porringer'],porringers,"Eat, cook & drink",False
7492,https://collections.si.edu/search/detail/edanmdm:nmah_300575,NMAH,edanmdm:nmah_300575,Porringer,,"{""date made"": ""1801 - 1856""}","{""ID Number"": ""DL.61.0016"", ""catalog number"": ""61.0016"", ""accession number"": ""229736""}",,"{""Description"": ""Bellied-bowl porringer with angled rim and bossed bottom; cast flower-type handle with tongued or linguiform bracket is pierced with 13 voids and struck once on top with partial circular eagle-with-anchor-in-shield touchmark of Samuel Hamlin, Jr. featuring \""HAMLIN\"" in an arched banner above and \""PROVIDEN[C]E\"" below. Linguiform linen mark. Faint, fine turning marks inside bottom; those on underside very crisp. Scratched \""A. J. Congdon\"" in script on bowl below bracket and on underside in gutter."", ""Location"": ""Currently not on view""}","{""Object Name"": ""porringer""}",pewter (overall material),pewter,pewter,"{""place made"": ""United States: Rhode Island, Providence"", ""place used"": ""United States: Rhode Island""}",,,"[""1850s""]",,"[""porringer""]","[""Rhode Island"", ""Providence"", ""United States""]","[""Furnishings"", ""Food""]",0,,,['porringer'],['porringer'],['porringer'],porringers,"Eat, cook & drink",False
7493,https://collections.si.edu/search/detail/edanmdm:nmah_300573,NMAH,edanmdm:nmah_300573,Porringer,"{""Credit Line"": ""Gift of Daughters of Mrs. Alice Pike Barney""}","{""date made"": ""1801 - ca 1840""}","{""ID Number"": ""DL.381989A"", ""catalog number"": ""381989A"", ""accession number"": ""162081""}",,"{""Description"": ""Bellied-bowl porringer with angled rim and bossed bottom; cast flower-type handle with tongued or linguiform bracket is pierced with 13 voids and struck sideways once on top with partial circular touchmark of Samuel Hamlin Jr., containing a spreadwing eagle, head facing left, with anchor in shield against wing at right, \""HA[MLI]N\"" and \""PROV[IDENCE]\"" in raised serif letters in banners above and below. Small sink hole under rim from tinker's dam used to burn handle on to bowl. Very faint turning marks on underside of boss."", ""Location"": ""Currently not on view""}","{""Object Name"": ""porringer""}",pewter (overall material),pewter,pewter,"{""place made"": ""United States: Rhode Island, Providence"", ""place used"": ""United States: New England"", ""place owned"": ""United States: District of Columbia, Washington""}",,"{""Subject"": ""Eating""}","[""1840s""]",,"[""porringer""]","[""Rhode Island"", ""District of Columbia"", ""Providence"", ""United States"", ""New England"", ""Washington""]","[""Food habits"", ""Furnishings"", ""Food""]",0,,,['porringer'],['porringer'],['porringer'],porringers,"Eat, cook & drink",False
7494,https://collections.si.edu/search/detail/edanmdm:nmah_300572,NMAH,edanmdm:nmah_300572,Porringer,"{""Credit Line"": ""Bequest of Dr. Joseph H. Kler""}","{""date made"": ""ca 1780 - 1800""}","{""ID Number"": ""1986.0027.88"", ""catalog number"": ""1986.0027.88"", ""accession number"": ""1986.0027""}",,"{""Description"": ""Basin-bowl porringer with beaded rim and flat bottom with foot ring; integrally cast Pennsylvania-type solid tab handle without bracket is stamped \""[H?] H\"" in incuse serif letters on front flanking a large pierced hole at top center. No other marks."", ""Location"": ""Currently not on view""}","{""Object Name"": ""porringer""}",pewter (overall material),pewter,pewter,"{""place made"": ""United States: Pennsylvania"", ""place used"": ""United States: Pennsylvania""}",,,"[""1800s""]",,"[""porringer""]","[""United States"", ""Pennsylvania""]","[""Furnishings"", ""Food""]",0,,,['porringer'],['porringer'],['porringer'],porringers,"Eat, cook & drink",False
7496,https://collections.si.edu/search/detail/edanmdm:nmah_300558,NMAH,edanmdm:nmah_300558,Basin,"{""Credit Line"": ""Gift of Dr. and Mrs. Arthur M. Greenwood""}","{""date made"": ""1807""}","{""ID Number"": ""DL.388293"", ""catalog number"": ""388293"", ""accession number"": ""182022""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""basin""}",pewter (overall material),pewter,pewter,"{""place made"": ""United States: Connecticut, Wethersfield\nUnited States: Pennsylvania, Philadelphia""}",,"{""Subject"": ""Eating\nTea Drinking""}","[""1800s""]",,"[""Basins""]","[""Wethersfield"", ""United States"", ""Connecticut"", ""Philadelphia"", ""Pennsylvania""]","[""Tea Drinking"", ""Food habits"", ""Furnishings""]",3,"[""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q061562"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q061563"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q061564""]","https://ids.si.edu/ids/iiif/NMAH-AHB2014q061562/full/250,/0/default.jpg",['Basins'],['basins'],['basins'],basins,"Eat, cook & drink",False
7497,https://collections.si.edu/search/detail/edanmdm:nmah_300557,NMAH,edanmdm:nmah_300557,Bowl,"{""Credit Line"": ""Gift of Dr. and Mrs. Arthur M. Greenwood""}","{""date made"": ""1770 - 1800 and later""}","{""ID Number"": ""DL.388317"", ""catalog number"": ""388317"", ""accession number"": ""182022""}",,"{""Description"": ""Footed bowl with plain, everted rim, straight tapered sides and rounded bottom on an applied molded base; engraved with a three-masted, square-rigged ship, sailing left on calm waters, above the shaded block letter \""W\"". Set of three lines incised around body near bottom, and set of two on rim underside. No marks apparent.\nMade from the lower portion of a close stool pan or commode pot (see DL*388640 to DL*388643 for complete examples)."", ""Location"": ""Currently not on view""}","{""Object Name"": ""bowl""}",pewter (overall material),pewter,pewter,"{""place made"": ""United Kingdom: England""}",,,"[""1800s""]",,"[""Bowls (vessels)""]","[""England"", ""United Kingdom""]","[""Furnishings""]",2,"[""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q056791-000003"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q056790-000003""]","https://ids.si.edu/ids/iiif/NMAH-AHB2014q056791-000003/full/250,/0/default.jpg",['Bowls (vessels)'],['bowls (vessels)'],['bowls (vessels)'],bowls,"Eat, cook & drink",False
7498,https://collections.si.edu/search/detail/edanmdm:nmah_300541,NMAH,edanmdm:nmah_300541,Tankard (Stein),"{""Credit Line"": ""Gift of Laura Barney-Dreyfus in memory of Alice Pike Barney""}","{""date made"": ""1802"", ""inscribed date"": ""1802""}","{""ID Number"": ""DL.366246"", ""catalog number"": ""366246"", ""accession number"": ""124063""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""tankard""}",pewter (overall material),pewter,pewter,"{""place made"": ""Germany"", ""place used"": ""Germany""}",,"{""Subject"": ""Beer\nBeverages\nDrinking""}","[""1800s""]",,"[""tankard""]","[""Germany""]","[""Food habits"", ""Beverages"", ""Furnishings"", ""Beer""]",0,,,['tankard'],['tankard'],['tankard'],tankards,"Eat, cook & drink",False
7499,https://collections.si.edu/search/detail/edanmdm:nmah_300539,NMAH,edanmdm:nmah_300539,Tankard (Stein),"{""Credit Line"": ""Gift of Laura Barney-Dreyfus in memory of Alice Pike Barney""}","{""date made"": ""1800"", ""inscribed date"": ""1800""}","{""ID Number"": ""DL.366245"", ""catalog number"": ""366245"", ""accession number"": ""124063""}",,"{""Location"": ""Currently not on view""}","{""Object Name"": ""tankard""}",pewter (overall material),pewter,pewter,"{""place made"": ""Germany"", ""place used"": ""Germany""}",,"{""Subject"": ""Beer\nBeverages\nDrinking""}","[""1800s""]",,"[""tankard""]","[""Germany""]","[""Food habits"", ""Beverages"", ""Furnishings"", ""Beer""]",0,,,['tankard'],['tankard'],['tankard'],tankards,"Eat, cook & drink",False
7500,https://collections.si.edu/search/detail/edanmdm:nmah_300531,NMAH,edanmdm:nmah_300531,Sugar Bowl,"{""Credit Line"": ""Gift of Mrs. Stephen Berrien Stanton""}","{""date made"": ""1800-1825""}","{""ID Number"": ""DL.334964"", ""catalog number"": ""334964"", ""accession number"": ""96003""}",,"{""Description"": ""Oblong, curved sugar bowl with gadrooned rim and two bracket-top C-shaped strap handles on four cast shell-and-paw feet; no cover. Both sides bright cut and wrigglework engraved with a scroll or wave at center flanked by five-petaled flowers and leaves. No marks."", ""Location"": ""Currently not on view""}","{""Object Name"": ""bowl, sugar""}",pewter (overall material),pewter,pewter,"{""place made"": ""United States""}",,,"[""1820s""]",,"[""bowl, sugar""]","[""United States""]","[""Furnishings""]",0,,,"['bowl, sugar']","['bowl, sugar']","['bowl, sugar']",bowls,"Eat, cook & drink",False
7501,https://collections.si.edu/search/detail/edanmdm:nmah_300493,NMAH,edanmdm:nmah_300493,Mustard Pot,"{""Credit Line"": ""Bequest of Dr. Joseph H. Kler""}","{""date made"": ""ca 1800""}","{""ID Number"": ""1986.0027.86"", ""catalog number"": ""1986.0027.86"", ""accession number"": ""1986.0027""}",,"{""Description"": ""Plain, urn-shaped mustard or condiment pot with high-domed, hinged lid with acorn knop, rectangular handle, and short, flared and molded pedestal base. Flared rim of lid notched for spoon; five-knuckle hinge. Circular mark on underside of a winged male figure or angel in vaguely Roman military dress with drawn sword."", ""Location"": ""Currently not on view""}","{""Object Name"": ""pot, mustard""}",pewter (overall material),pewter,pewter,"{""place made"": ""Europe""}",,,"[""1800s""]",,"[""pot, mustard""]","[""Europe""]","[""Furnishings""]",0,,,"['pot, mustard']","['pot, mustard']","['pot, mustard']",pots,"Eat, cook & drink",False
7502,https://collections.si.edu/search/detail/edanmdm:nmah_300490,NMAH,edanmdm:nmah_300490,Porringer,"{""Credit Line"": ""Bequest of Miss Elizabeth S. Stevens""}","{""date made"": ""1775 - 1800""}","{""ID Number"": ""DL.311693"", ""catalog number"": ""311693"", ""accession number"": ""64443""}",,"{""Description"": ""Two-handled, bellied-bowl porringer with low-domed cover topped by three bud knops. Bowl has an angled rim, shallow bossed bottom and two, curved, open shell-and-scroll handles with T-shaped or linguiform brackets, while cover features gadrooned bands around edge and central boss; both pieces are engraved on theirs exteriors \""\u2022L\u2022P\u2022\"" in shaded serif letters. Small oval angel touchmark is struck three times side-by-side inside bottom. Turning marks and Linen marks at knops inside cover; additional turning marks on underside of belly and bottom on bowl."", ""Location"": ""Currently not on view""}","{""Object Name"": ""porringer""}",pewter (overall material),pewter,pewter,"{""place made"": ""Europe""}",,,"[""1800s""]",,"[""porringer""]","[""Europe""]","[""Furnishings"", ""Food""]",0,,,['porringer'],['porringer'],['porringer'],porringers,"Eat, cook & drink",False
7503,https://collections.si.edu/search/detail/edanmdm:nmah_300488,NMAH,edanmdm:nmah_300488,Wine Flagon (Stegkanne),"{""Credit Line"": ""Bequest of Miss Elizabeth S. Stevens""}","{""date made"": ""1777""}","{""ID Number"": ""DL.311698"", ""catalog number"": ""311698"", ""accession number"": ""64443""}",,"{""Description"": ""Bulbous or pot-bellied spouted wine flagon or 'Stegkanne' with a five-lobed anthemion or shell thumb piece, an incised, flat-domed lid with acorn finial or knop and a molded pedestal base. Engraved on body \""VEREHRET IACOB BVCHS\"" to left of handle and \""IOHANNES ALLINBACH 1777\"" to right of handle, and on lower face of strap handle \""ID + RC\"" flanked by hearts. Octagonal spout connects to neck by a strut shaped like an arm in puffed sleeve ending in a hand. Body has molded bands around rim and neck, and four grooves at shoulder, all flanked by pairs of incised lines. Handle has five-knuckle hinge, stepped thumbrest, and short terminal with rectangular attachment. Front outside of lid with effaced mark of a bear passant, tongue out, above an undecipherable letter. Underside is scratched with a hatchmark below \""HC(?)\"" and is inscribed \""SWISS\""."", ""Location"": ""Currently not on view""}","{""Object Name"": ""flagon""}",pewter (overall material),pewter,pewter,"{""place made"": ""Switzerland""}",,,"[""1770s""]",,"[""flagon""]","[""Switzerland""]","[""Furnishings""]",0,,,['flagon'],['flagon'],['flagon'],flagons,"Eat, cook & drink",False
7504,https://collections.si.edu/search/detail/edanmdm:nmah_300487,NMAH,edanmdm:nmah_300487,Flagon,"{""Credit Line"": ""Gift of Mrs. Lawrence Koeningsberger""}","{""date made"": ""18th century""}","{""ID Number"": ""DL.67.0423"", ""catalog number"": ""67.0423"", ""accession number"": ""269249""}",,"{""Description"": ""Small inverted trumpet shape lidded flagon engraved on front \""=M-H=\"" above a pointed-bottom, scalloped shield containing an illegible design; no spout. Flat lid with applied disk on top; inside of lid has three concentric circles. Angular strap handle has beaded, angled tab thumb piece and cast pendant drop at the lower terminal; five-knuckle hinge. Plouk or pimple inside body below rim indicating capacity level. Face of handle struck with a checkered octagon and clipped-corner rectangle containing the raised serif letters \""MH\"" over an ewer or pitcher in a basin. Bottom center appears to be replaced with one bearing the pot touch of a rose."", ""Location"": ""Currently not on view""}","{""Object Name"": ""measure""}",pewter (overall material),pewter,pewter,"{""place made"": ""France: Alsace""}",,,"[""1800s""]",,"[""measure""]","[""Alsace"", ""France""]","[""Furnishings""]",0,,,['measure'],['measure'],['measure'],measures,"Eat, cook & drink",False
7505,https://collections.si.edu/search/detail/edanmdm:nmah_300480,NMAH,edanmdm:nmah_300480,Dish,"{""Credit Line"": ""Gift of Mrs. Alma R. Duckworth""}","{""date made"": ""1780-1788\n1780-1782""}","{""ID Number"": ""DL.300859.0012"", ""catalog number"": ""300859.0012"", ""accession number"": ""300859""}",,"{""Description"": ""Single-reeded circular dish with deep, rounded booge and flat well scored around perimeter; no foot ring. Well underside struck with six marks, twice with the lion-in-gateway touch mark of Joseph Danforth above four pseudo-hallmarks (left to right): illegible (initials \""I\u2022D\""), lion's head erased facing left, Britannia seated, and dagger or sword pointing up, all in shaped shields.\nMaker is Joseph Danforth (1758-1789) of Middletown, CT; apprenticed with his father, Thomas Danforth II (1731-1782), worked alone from 1780 to 1782, and then in partnership with his older brother Thomas Danforth III (1756-1840). His younger brother, Jonathan Danforth (1766-1820), probably apprenticed with him."", ""Location"": ""Currently not on view""}","{""Object Name"": ""dish""}",pewter (overall material),pewter,pewter,"{""place made"": ""United States: Connecticut, Middletown""}",,,"[""1780s""]",,"[""Dishes (vessels)""]","[""United States"", ""Connecticut"", ""Middletown""]","[""Furnishings""]",0,,,['Dishes (vessels)'],['dishes (vessels)'],['dishes (vessels)'],dishes,"Eat, cook & drink",False
7506,https://collections.si.edu/search/detail/edanmdm:nmah_300478,NMAH,edanmdm:nmah_300478,Dish,"{""Credit Line"": ""Gift of Dr. and Mrs. Arthur M. Greenwood""}","{""date made"": ""1784-c. 1810\nca 1700-1750\n1782-1798""}","{""ID Number"": ""DL.388302"", ""catalog number"": ""388302"", ""accession number"": ""182022""}",,"{""Description"": ""Large, single-reeded circular dish with flat well having one faint, partially visible incised line around perimeter; no foot ring. Six marks on underside, two partial touch marks of Fasson & Son above four pseudo hallmarks (left to right), a golden fleece, lion's head erased, Britannia seated and the raised serif letters \""SE\"" with two pellets above and below, all inside rounded rectangles.\nJohn Fasson II and his son Thomas worked in partnership as Fasson & Son in London, England, 1782-1798; they manufactured export pewter."", ""Location"": ""Currently not on view""}","{""Object Name"": ""dish""}",pewter (overall material),pewter,pewter,"{""place made"": ""United Kingdom: England, London""}",,,"[""1810s"", ""1790s"", ""1750s""]",,"[""Dishes (vessels)""]","[""England"", ""London"", ""United Kingdom""]","[""Furnishings""]",2,"[""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q056370"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q056369""]","https://ids.si.edu/ids/iiif/NMAH-AHB2014q056370/full/250,/0/default.jpg",['Dishes (vessels)'],['dishes (vessels)'],['dishes (vessels)'],dishes,"Eat, cook & drink",False
7507,https://collections.si.edu/search/detail/edanmdm:nmah_300475,NMAH,edanmdm:nmah_300475,Plate,"{""Credit Line"": ""Gift of Dr. and Mrs. Arthur M. Greenwood""}","{""date made"": ""1787 - 1815""}","{""ID Number"": ""DL.388308A"", ""catalog number"": ""388308A"", ""accession number"": ""182022""}",,"{""Description"": ""Single-reeded circular plate with flat well scored once near booge; no foot ring. Tombstone-shaped eagle touchmark of Thomas Badger above partial secondary mark of \""[B]OSTON\"" in raised serif letters in a rectangular scrolled reserve on underside of well. One of three plates, DL*388308A-C; A-B are identical, C is slightly smaller in size and exhibits more wear.\nMaker is Thomas Badger (1764-1826) of Boston, MA; working 1787-1815."", ""Location"": ""Currently not on view""}","{""Object Name"": ""plate"", ""Object Type"": ""plate""}",pewter (overall material),pewter,pewter,"{""place made"": ""United States: Massachusetts, Boston""}",,,"[""1810s""]",,"[""plate""]","[""United States"", ""Massachusetts"", ""Boston""]","[""Furnishings""]",2,"[""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q056302"", ""https://ids.si.edu/ids/deliveryService?id=NMAH-AHB2014q056301""]","https://ids.si.edu/ids/iiif/NMAH-AHB2014q056302/full/250,/0/default.jpg",['plate'],['plate'],['plate'],plates,"Eat, cook & drink",False
7508,https://collections.si.edu/search/detail/edanmdm:nmah_300474,NMAH,edanmdm:nmah_300474,Plate,"{""Credit Line"": ""Gift of Mrs. Alma R. Duckworth""}","{""date made"": ""1801-1811\n1784-1802""}","{""ID Number"": ""DL.300859.0009"", ""catalog number"": ""300859.0009"", ""accession number"": ""300859""}",,"{""Description"": ""Plain-rim circular dish deeply impressed at top of rim face \""GW\"" in incuse serif letters and scratched \""1797\"" to right of that. Flat well scored once around center; no foot ring. Six marks struck on underside, a pair of touch marks for Townsend and Compton and four pseudo hallmarks facing opposite direction (left to right), arms of the Pewterers' Company, arms of the City of London, a lion passant with three stars and \""T&C\"" in raised serif letters, all in shaped shields.\nMaker is Townsend and Compton of London, England; a major pewter export firm in business, 1784-1802."", ""Location"": ""Currently not on view""}","{""Object Name"": ""dish"", ""Object Type"": ""plate""}",pewter (overall material),pewter,pewter,"{""place made"": ""United Kingdom: England, London""}",,,"[""1800s"", ""1810s""]",,"[""Dishes (vessels)"", ""plate""]","[""England"", ""London"", ""United Kingdom""]","[""Furnishings""]",0,,,"['Dishes (vessels)', 'plate']","['dishes (vessels)', 'plate']","['dishes (vessels)', 'plate']",plates,"Eat, cook & drink",False
7509,https://collections.si.edu/search/detail/edanmdm:nmah_300473,NMAH,edanmdm:nmah_300473,Plate,"{""Credit Line"": ""Gift of Gertrude D. Webster""}","{""date made"": ""1795-1816""}","{""ID Number"": ""DL.391775"", ""catalog number"": ""391775"", ""accession number"": ""71679""}",,"{""Description"": ""Small, single-reeded circular dish with flat well having a faint, partially visible incised line around perimeter; no foot ring. Partial sawtooth circle with eagle touch mark of Samuel Danforth stamped twice on underside. One of two plates, DL*391774-DL*391775.\nMaker is Samuel Danforth of Hartford, CT; working 1795-1816."", ""Location"": ""Currently not on view""}","{""Object Name"": ""dish"", ""Object Type"": ""plate""}",pewter (overall material),pewter,pewter,"{""place made"": ""United States: Connecticut, Hartford""}",,,"[""1810s""]",,"[""Dishes (vessels)"", ""plate""]","[""United States"", ""Connecticut"", ""Hartford""]","[""Furnishings""]",0,,,"['Dishes (vessels)', 'plate']","['dishes (vessels)', 'plate']","['dishes (vessels)', 'plate']",plates,"Eat, cook & drink",False
